geo_value,signal,time_value,value,region
2 SENC,pct_ed_visits_influenza,1/2/10,0.32,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/2/10,0.34,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/2/10,0.46,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/2/10,0.37,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/2/10,0.14,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/2/10,0.3,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/9/10,0.47,1 NENC
2 SENC,pct_ed_visits_influenza,1/9/10,0.24,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/9/10,0.27,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/9/10,0.35,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/9/10,0.38,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/9/10,0.25,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/9/10,0.4,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/16/10,0.28,1 NENC
2 SENC,pct_ed_visits_influenza,1/16/10,0.22,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/16/10,0.45,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/16/10,0.19,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/16/10,0.18,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/16/10,0.14,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/16/10,0.36,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/23/10,0.26,1 NENC
2 SENC,pct_ed_visits_influenza,1/23/10,0.14,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/23/10,0.25,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/23/10,0.23,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/23/10,0.39,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/23/10,0.12,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/23/10,0.38,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/30/10,0.19,1 NENC
2 SENC,pct_ed_visits_influenza,1/30/10,0.11,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/30/10,0.31,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/30/10,0.19,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/30/10,0.25,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/30/10,0.06,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/30/10,0.36,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/6/10,0.11,1 NENC
2 SENC,pct_ed_visits_influenza,2/6/10,0.09,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/6/10,0.17,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/6/10,0.13,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/6/10,0.19,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/6/10,0.05,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/6/10,0.25,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/13/10,0.25,1 NENC
2 SENC,pct_ed_visits_influenza,2/13/10,0.12,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/13/10,0.25,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/13/10,0.23,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/13/10,0.2,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/13/10,0.08,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/13/10,0.27,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/20/10,0.24,1 NENC
2 SENC,pct_ed_visits_influenza,2/20/10,0.07,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/20/10,0.27,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/20/10,0.22,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/20/10,0.17,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/20/10,0.04,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/20/10,0.33,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/27/10,0.24,1 NENC
2 SENC,pct_ed_visits_influenza,2/27/10,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/27/10,0.2,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/27/10,0.2,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/27/10,0.23,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/27/10,0.11,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/27/10,0.38,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/6/10,0.33,1 NENC
2 SENC,pct_ed_visits_influenza,3/6/10,0.07,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/6/10,0.29,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/6/10,0.18,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/6/10,0.16,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/6/10,0.1,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/6/10,0.26,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/13/10,0.15,1 NENC
2 SENC,pct_ed_visits_influenza,3/13/10,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/13/10,0.15,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/13/10,0.16,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/13/10,0.16,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/13/10,0.07,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/13/10,0.19,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/20/10,0.18,1 NENC
2 SENC,pct_ed_visits_influenza,3/20/10,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/20/10,0.16,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/20/10,0.16,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/20/10,0.15,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/20/10,0.12,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/20/10,0.19,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/27/10,0.08,1 NENC
2 SENC,pct_ed_visits_influenza,3/27/10,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/27/10,0.18,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/27/10,0.12,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/27/10,0.23,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/27/10,0.05,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/27/10,0.17,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/3/10,0.13,1 NENC
2 SENC,pct_ed_visits_influenza,4/3/10,0.07,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/3/10,0.11,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/3/10,0.11,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/3/10,0.18,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/3/10,0.04,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/3/10,0.09,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/10/10,0.1,1 NENC
2 SENC,pct_ed_visits_influenza,4/10/10,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/10/10,0.04,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/10/10,0.04,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/10/10,0.15,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/10/10,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/10/10,0.06,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/17/10,0.08,1 NENC
2 SENC,pct_ed_visits_influenza,4/17/10,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/17/10,0.04,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/17/10,0.04,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/17/10,0.1,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/17/10,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/17/10,0.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/24/10,0.11,1 NENC
2 SENC,pct_ed_visits_influenza,4/24/10,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/24/10,0.05,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/24/10,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/24/10,0.1,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/24/10,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/24/10,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/1/10,0.05,1 NENC
2 SENC,pct_ed_visits_influenza,5/1/10,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/1/10,0.07,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/1/10,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/1/10,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/1/10,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/1/10,0.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/8/10,0.06,1 NENC
2 SENC,pct_ed_visits_influenza,5/8/10,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/8/10,0.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/8/10,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/8/10,0.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/8/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/8/10,0.06,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/15/10,0.04,1 NENC
2 SENC,pct_ed_visits_influenza,5/15/10,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/15/10,0.06,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/15/10,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/15/10,0.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/15/10,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/15/10,0.05,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/22/10,0.01,1 NENC
2 SENC,pct_ed_visits_influenza,5/22/10,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/22/10,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/22/10,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/22/10,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/22/10,0.03,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/22/10,0.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/29/10,0.01,1 NENC
2 SENC,pct_ed_visits_influenza,5/29/10,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/29/10,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/29/10,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/29/10,0.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/29/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/29/10,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/5/10,0.05,1 NENC
2 SENC,pct_ed_visits_influenza,6/5/10,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/5/10,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/5/10,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/5/10,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/5/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/5/10,0,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/12/10,0.01,1 NENC
2 SENC,pct_ed_visits_influenza,6/12/10,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/12/10,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/12/10,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/12/10,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/12/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/12/10,0.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/19/10,0.02,1 NENC
2 SENC,pct_ed_visits_influenza,6/19/10,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/19/10,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/19/10,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/19/10,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/19/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/19/10,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/26/10,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,6/26/10,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/26/10,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/26/10,0,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/26/10,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/26/10,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/26/10,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/3/10,0.02,1 NENC
2 SENC,pct_ed_visits_influenza,7/3/10,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/3/10,0,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/3/10,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/3/10,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/3/10,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/3/10,0,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/10/10,0,1 NENC
2 SENC,pct_ed_visits_influenza,7/10/10,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/10/10,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/10/10,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/10/10,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/10/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/10/10,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/17/10,0.01,1 NENC
2 SENC,pct_ed_visits_influenza,7/17/10,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/17/10,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/17/10,0,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/17/10,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/17/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/17/10,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/24/10,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,7/24/10,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/24/10,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/24/10,0,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/24/10,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/24/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/24/10,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/31/10,0.01,1 NENC
2 SENC,pct_ed_visits_influenza,7/31/10,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/31/10,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/31/10,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/31/10,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/31/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/31/10,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/7/10,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,8/7/10,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/7/10,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/7/10,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/7/10,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/7/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/7/10,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/14/10,0.06,1 NENC
2 SENC,pct_ed_visits_influenza,8/14/10,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/14/10,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/14/10,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/14/10,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/14/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/14/10,0.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/21/10,0.02,1 NENC
2 SENC,pct_ed_visits_influenza,8/21/10,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/21/10,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/21/10,0,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/21/10,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/21/10,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/21/10,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/28/10,0.01,1 NENC
2 SENC,pct_ed_visits_influenza,8/28/10,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/28/10,0.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/28/10,0,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/28/10,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/28/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/28/10,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/4/10,0.08,1 NENC
2 SENC,pct_ed_visits_influenza,9/4/10,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/4/10,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/4/10,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/4/10,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/4/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/4/10,0.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/11/10,0.06,1 NENC
2 SENC,pct_ed_visits_influenza,9/11/10,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/11/10,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/11/10,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/11/10,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/11/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/11/10,0,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/18/10,0.06,1 NENC
2 SENC,pct_ed_visits_influenza,9/18/10,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/18/10,0.06,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/18/10,0.06,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/18/10,0.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/18/10,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/18/10,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/25/10,0.08,1 NENC
2 SENC,pct_ed_visits_influenza,9/25/10,0.07,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/25/10,0.04,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/25/10,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/25/10,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/25/10,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/25/10,0.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/2/10,0.05,1 NENC
2 SENC,pct_ed_visits_influenza,10/2/10,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/2/10,0.06,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/2/10,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/2/10,0.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/2/10,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/2/10,0.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/9/10,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,10/9/10,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/9/10,0.08,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/9/10,0.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/9/10,0.1,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/9/10,0.04,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/9/10,0.07,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/16/10,0.13,1 NENC
2 SENC,pct_ed_visits_influenza,10/16/10,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/16/10,0.06,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/16/10,0.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/16/10,0.07,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/16/10,0.05,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/16/10,0.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/23/10,0.18,1 NENC
2 SENC,pct_ed_visits_influenza,10/23/10,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/23/10,0.09,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/23/10,0.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/23/10,0.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/23/10,0.04,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/23/10,0.05,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/30/10,0.07,1 NENC
2 SENC,pct_ed_visits_influenza,10/30/10,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/30/10,0.09,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/30/10,0.04,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/30/10,0.08,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/30/10,0.06,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/30/10,0.07,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/6/10,0.13,1 NENC
2 SENC,pct_ed_visits_influenza,11/6/10,0.04,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/6/10,0.18,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/6/10,0.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/6/10,0.11,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/6/10,0.05,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/6/10,0.1,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/13/10,0.11,1 NENC
2 SENC,pct_ed_visits_influenza,11/13/10,0.04,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/13/10,0.13,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/13/10,0.15,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/13/10,0.08,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/13/10,0.06,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/13/10,0.11,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/20/10,0.1,1 NENC
2 SENC,pct_ed_visits_influenza,11/20/10,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/20/10,0.18,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/20/10,0.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/20/10,0.22,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/20/10,0.07,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/20/10,0.14,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/27/10,0.08,1 NENC
2 SENC,pct_ed_visits_influenza,11/27/10,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/27/10,0.14,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/27/10,0.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/27/10,0.19,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/27/10,0.07,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/27/10,0.1,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/4/10,0.1,1 NENC
2 SENC,pct_ed_visits_influenza,12/4/10,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/4/10,0.16,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/4/10,0.11,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/4/10,0.08,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/4/10,0.12,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/4/10,0.15,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/11/10,0.1,1 NENC
2 SENC,pct_ed_visits_influenza,12/11/10,0.07,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/11/10,0.28,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/11/10,0.08,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/11/10,0.2,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/11/10,0.04,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/11/10,0.15,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/18/10,0.23,1 NENC
2 SENC,pct_ed_visits_influenza,12/18/10,0.18,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/18/10,0.26,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/18/10,0.17,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/18/10,0.25,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/18/10,0.13,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/18/10,0.28,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/25/10,0.39,1 NENC
2 SENC,pct_ed_visits_influenza,12/25/10,0.51,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/25/10,0.44,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/25/10,0.24,4 RTP AREA
