geo_value,signal,time_value,value,region,,
4 RTP AREA,pct_ed_visits_influenza,12/5/2009,0.98,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/5/2009,0.78,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/5/2009,0.49,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/5/2009,0.75,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/12/2009,0.53,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/12/2009,0.4,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/12/2009,0.64,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/12/2009,0.71,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/12/2009,0.48,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/12/2009,0.43,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/12/2009,0.41,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/19/2009,0.52,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/19/2009,0.27,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/19/2009,0.41,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/19/2009,0.59,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/19/2009,0.43,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/19/2009,0.3,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/19/2009,0.34,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/26/2009,0.59,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/26/2009,0.3,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/26/2009,0.36,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/26/2009,0.7,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/26/2009,0.42,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/26/2009,0.24,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/26/2009,0.37,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/2/2010,0.53,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/2/2010,0.32,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/2/2010,0.34,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/2/2010,0.46,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/2/2010,0.37,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/2/2010,0.14,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/2/2010,0.3,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/9/2010,0.47,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/9/2010,0.24,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/9/2010,0.27,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/9/2010,0.35,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/9/2010,0.38,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/9/2010,0.25,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/9/2010,0.4,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/16/2010,0.28,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/16/2010,0.22,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/16/2010,0.45,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/16/2010,0.19,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/16/2010,0.18,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/16/2010,0.14,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/16/2010,0.36,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/23/2010,0.26,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/23/2010,0.14,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/23/2010,0.25,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/23/2010,0.23,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/23/2010,0.39,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/23/2010,0.12,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/23/2010,0.38,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/30/2010,0.19,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/30/2010,0.11,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/30/2010,0.31,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/30/2010,0.19,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/30/2010,0.25,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/30/2010,0.06,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/30/2010,0.36,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/6/2010,0.11,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/6/2010,0.09,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/6/2010,0.17,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/6/2010,0.13,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/6/2010,0.19,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/6/2010,0.05,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/6/2010,0.25,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/13/2010,0.25,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/13/2010,0.12,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/13/2010,0.25,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/13/2010,0.23,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/13/2010,0.2,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/13/2010,0.08,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/13/2010,0.27,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/20/2010,0.24,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/20/2010,0.07,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/20/2010,0.27,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/20/2010,0.22,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/20/2010,0.17,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/20/2010,0.04,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/20/2010,0.33,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/27/2010,0.24,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/27/2010,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/27/2010,0.2,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/27/2010,0.2,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/27/2010,0.23,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/27/2010,0.11,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/27/2010,0.38,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/6/2010,0.33,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/6/2010,0.07,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/6/2010,0.29,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/6/2010,0.18,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/6/2010,0.16,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/6/2010,0.1,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/6/2010,0.26,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/13/2010,0.15,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/13/2010,0.05,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/13/2010,0.15,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/13/2010,0.16,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/13/2010,0.16,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/13/2010,0.07,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/13/2010,0.19,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/20/2010,0.18,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/20/2010,0.05,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/20/2010,0.16,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/20/2010,0.16,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/20/2010,0.15,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/20/2010,0.12,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/20/2010,0.19,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/27/2010,0.08,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/27/2010,0.05,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/27/2010,0.18,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/27/2010,0.12,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/27/2010,0.23,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/27/2010,0.05,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/27/2010,0.17,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/3/2010,0.13,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/3/2010,0.07,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/3/2010,0.11,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/3/2010,0.11,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/3/2010,0.18,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/3/2010,0.04,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/3/2010,0.09,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/10/2010,0.1,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/10/2010,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/10/2010,0.04,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/10/2010,0.04,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/10/2010,0.15,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/10/2010,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/10/2010,0.06,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/17/2010,0.08,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/17/2010,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/17/2010,0.04,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/17/2010,0.04,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/17/2010,0.1,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/17/2010,0.02,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/17/2010,0.04,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/24/2010,0.11,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/24/2010,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/24/2010,0.05,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/24/2010,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/24/2010,0.1,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/24/2010,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/24/2010,0.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/1/2010,0.05,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/1/2010,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/1/2010,0.07,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/1/2010,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/1/2010,0.03,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/1/2010,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/1/2010,0.04,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/8/2010,0.06,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/8/2010,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/8/2010,0.03,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/8/2010,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/8/2010,0.05,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/8/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/8/2010,0.06,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/15/2010,0.04,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/15/2010,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/15/2010,0.06,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/15/2010,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/15/2010,0.05,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/15/2010,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/15/2010,0.05,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/22/2010,0.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/22/2010,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/22/2010,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/22/2010,0.03,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/22/2010,0.04,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/22/2010,0.03,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/22/2010,0.03,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/29/2010,0.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/29/2010,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/29/2010,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/29/2010,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/29/2010,0.05,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/29/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/29/2010,0.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,6/5/2010,0.05,1 NENC,,
2 SENC,pct_ed_visits_influenza,6/5/2010,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,6/5/2010,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/5/2010,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/5/2010,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/5/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/5/2010,0,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,6/12/2010,0.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,6/12/2010,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,6/12/2010,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/12/2010,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/12/2010,0.04,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/12/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/12/2010,0.03,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,6/19/2010,0.02,1 NENC,,
2 SENC,pct_ed_visits_influenza,6/19/2010,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,6/19/2010,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/19/2010,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/19/2010,0.04,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/19/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/19/2010,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,6/26/2010,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,6/26/2010,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,6/26/2010,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/26/2010,0,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/26/2010,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/26/2010,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/26/2010,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/3/2010,0.02,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/3/2010,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/3/2010,0,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/3/2010,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/3/2010,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/3/2010,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/3/2010,0,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/10/2010,0,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/10/2010,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/10/2010,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/10/2010,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/10/2010,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/10/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/10/2010,0.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/17/2010,0.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/17/2010,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/17/2010,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/17/2010,0,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/17/2010,0.04,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/17/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/17/2010,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/24/2010,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/24/2010,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/24/2010,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/24/2010,0,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/24/2010,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/24/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/24/2010,0.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/31/2010,0.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/31/2010,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/31/2010,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/31/2010,0.03,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/31/2010,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/31/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/31/2010,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/7/2010,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/7/2010,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/7/2010,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/7/2010,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/7/2010,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/7/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/7/2010,0.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/14/2010,0.06,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/14/2010,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/14/2010,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/14/2010,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/14/2010,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/14/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/14/2010,0.03,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/21/2010,0.02,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/21/2010,0.05,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/21/2010,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/21/2010,0,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/21/2010,0.03,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/21/2010,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/21/2010,0.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/28/2010,0.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/28/2010,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/28/2010,0.03,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/28/2010,0,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/28/2010,0.03,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/28/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/28/2010,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/4/2010,0.08,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/4/2010,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/4/2010,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/4/2010,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/4/2010,0.04,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/4/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/4/2010,0.04,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/11/2010,0.06,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/11/2010,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/11/2010,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/11/2010,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/11/2010,0.03,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/11/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/11/2010,0,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/18/2010,0.06,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/18/2010,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/18/2010,0.06,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/18/2010,0.06,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/18/2010,0.05,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/18/2010,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/18/2010,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/25/2010,0.08,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/25/2010,0.07,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/25/2010,0.04,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/25/2010,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/25/2010,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/25/2010,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/25/2010,0.04,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/2/2010,0.05,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/2/2010,0.05,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/2/2010,0.06,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/2/2010,0.03,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/2/2010,0.05,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/2/2010,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/2/2010,0.03,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/9/2010,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/9/2010,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/9/2010,0.08,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/9/2010,0.05,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/9/2010,0.1,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/9/2010,0.04,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/9/2010,0.07,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/16/2010,0.13,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/16/2010,0.05,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/16/2010,0.06,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/16/2010,0.05,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/16/2010,0.07,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/16/2010,0.05,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/16/2010,0.04,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/23/2010,0.18,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/23/2010,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/23/2010,0.09,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/23/2010,0.05,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/23/2010,0.05,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/23/2010,0.04,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/23/2010,0.05,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/30/2010,0.07,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/30/2010,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/30/2010,0.09,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/30/2010,0.04,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/30/2010,0.08,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/30/2010,0.06,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/30/2010,0.07,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/6/2010,0.13,1 NENC,,
