"target_end_date","location","target","oracle_value"
2017-08-19,"Brooklyn","ILI ED visits",242
2017-08-19,"Manhattan","ILI ED visits",108
2017-08-19,"NYC","ILI ED visits",791
2017-08-19,"Queens","ILI ED visits",254
2017-08-19,"Staten Island","ILI ED visits",22
2017-08-19,"Unknown","ILI ED visits",16
2017-08-26,"Bronx","ILI ED visits",170
2017-08-26,"Brooklyn","ILI ED visits",247
2017-08-26,"Manhattan","ILI ED visits",94
2017-08-26,"NYC","ILI ED visits",815
2017-08-26,"Queens","ILI ED visits",251
2017-08-26,"Staten Island","ILI ED visits",30
2017-08-26,"Unknown","ILI ED visits",23
2017-09-02,"Bronx","ILI ED visits",159
2017-09-02,"Brooklyn","ILI ED visits",212
2017-09-02,"Manhattan","ILI ED visits",126
2017-09-02,"NYC","ILI ED visits",831
2017-09-02,"Queens","ILI ED visits",274
2017-09-02,"Staten Island","ILI ED visits",32
2017-09-02,"Unknown","ILI ED visits",28
2017-09-09,"Bronx","ILI ED visits",142
2017-09-09,"Brooklyn","ILI ED visits",223
2017-09-09,"Manhattan","ILI ED visits",104
2017-09-09,"NYC","ILI ED visits",758
2017-09-09,"Queens","ILI ED visits",232
2017-09-09,"Staten Island","ILI ED visits",26
2017-09-09,"Unknown","ILI ED visits",31
2017-09-16,"Bronx","ILI ED visits",188
2017-09-16,"Brooklyn","ILI ED visits",280
2017-09-16,"Manhattan","ILI ED visits",115
2017-09-16,"NYC","ILI ED visits",923
2017-09-16,"Queens","ILI ED visits",263
2017-09-16,"Staten Island","ILI ED visits",26
2017-09-16,"Unknown","ILI ED visits",51
2017-09-23,"Bronx","ILI ED visits",213
2017-09-23,"Brooklyn","ILI ED visits",354
2017-09-23,"Manhattan","ILI ED visits",149
2017-09-23,"NYC","ILI ED visits",1120
2017-09-23,"Queens","ILI ED visits",333
2017-09-23,"Staten Island","ILI ED visits",41
2017-09-23,"Unknown","ILI ED visits",30
2017-09-30,"Bronx","ILI ED visits",225
2017-09-30,"Brooklyn","ILI ED visits",317
2017-09-30,"Manhattan","ILI ED visits",122
2017-09-30,"NYC","ILI ED visits",1070
2017-09-30,"Queens","ILI ED visits",338
2017-09-30,"Staten Island","ILI ED visits",35
2017-09-30,"Unknown","ILI ED visits",33
2017-10-07,"Bronx","ILI ED visits",236
2017-10-07,"Brooklyn","ILI ED visits",293
2017-10-07,"Manhattan","ILI ED visits",133
2017-10-07,"NYC","ILI ED visits",1052
2017-10-07,"Queens","ILI ED visits",324
2017-10-07,"Staten Island","ILI ED visits",28
2017-10-07,"Unknown","ILI ED visits",38
2017-10-14,"Bronx","ILI ED visits",245
2017-10-14,"Brooklyn","ILI ED visits",326
2017-10-14,"Manhattan","ILI ED visits",150
2017-10-14,"NYC","ILI ED visits",1137
2017-10-14,"Queens","ILI ED visits",337
2017-10-14,"Staten Island","ILI ED visits",49
2017-10-14,"Unknown","ILI ED visits",30
2017-10-21,"Bronx","ILI ED visits",297
2017-10-21,"Brooklyn","ILI ED visits",356
2017-10-21,"Manhattan","ILI ED visits",157
2017-10-21,"NYC","ILI ED visits",1274
2017-10-21,"Queens","ILI ED visits",366
2017-10-21,"Staten Island","ILI ED visits",55
2017-10-21,"Unknown","ILI ED visits",43
2017-10-28,"Bronx","ILI ED visits",336
2017-10-28,"Brooklyn","ILI ED visits",403
2017-10-28,"Manhattan","ILI ED visits",139
2017-10-28,"NYC","ILI ED visits",1380
2017-10-28,"Queens","ILI ED visits",419
2017-10-28,"Staten Island","ILI ED visits",47
2017-10-28,"Unknown","ILI ED visits",36
2017-11-04,"Bronx","ILI ED visits",359
2017-11-04,"Brooklyn","ILI ED visits",452
2017-11-04,"Manhattan","ILI ED visits",181
2017-11-04,"NYC","ILI ED visits",1506
2017-11-04,"Queens","ILI ED visits",409
2017-11-04,"Staten Island","ILI ED visits",32
2017-11-04,"Unknown","ILI ED visits",73
2017-11-11,"Bronx","ILI ED visits",400
2017-11-11,"Brooklyn","ILI ED visits",384
2017-11-11,"Manhattan","ILI ED visits",220
2017-11-11,"NYC","ILI ED visits",1589
2017-11-11,"Queens","ILI ED visits",381
2017-11-11,"Staten Island","ILI ED visits",31
2017-11-11,"Unknown","ILI ED visits",173
2017-11-18,"Bronx","ILI ED visits",430
2017-11-18,"Brooklyn","ILI ED visits",470
2017-11-18,"Manhattan","ILI ED visits",257
2017-11-18,"NYC","ILI ED visits",1789
2017-11-18,"Queens","ILI ED visits",528
2017-11-18,"Staten Island","ILI ED visits",53
2017-11-18,"Unknown","ILI ED visits",51
2017-11-25,"Bronx","ILI ED visits",406
2017-11-25,"Brooklyn","ILI ED visits",502
2017-11-25,"Manhattan","ILI ED visits",225
2017-11-25,"NYC","ILI ED visits",1791
2017-11-25,"Queens","ILI ED visits",544
2017-11-25,"Staten Island","ILI ED visits",62
2017-11-25,"Unknown","ILI ED visits",52
2017-12-02,"Bronx","ILI ED visits",470
2017-12-02,"Brooklyn","ILI ED visits",555
2017-12-02,"Manhattan","ILI ED visits",271
2017-12-02,"NYC","ILI ED visits",2039
2017-12-02,"Queens","ILI ED visits",587
2017-12-02,"Staten Island","ILI ED visits",74
2017-12-02,"Unknown","ILI ED visits",82
2017-12-09,"Bronx","ILI ED visits",473
2017-12-09,"Brooklyn","ILI ED visits",544
2017-12-09,"Manhattan","ILI ED visits",254
2017-12-09,"NYC","ILI ED visits",2029
2017-12-09,"Queens","ILI ED visits",627
2017-12-09,"Staten Island","ILI ED visits",70
2017-12-09,"Unknown","ILI ED visits",61
2017-12-16,"Bronx","ILI ED visits",420
2017-12-16,"Brooklyn","ILI ED visits",589
2017-12-16,"Manhattan","ILI ED visits",273
2017-12-16,"NYC","ILI ED visits",2060
2017-12-16,"Queens","ILI ED visits",637
2017-12-16,"Staten Island","ILI ED visits",87
2017-12-16,"Unknown","ILI ED visits",54
2017-12-23,"Bronx","ILI ED visits",497
2017-12-23,"Brooklyn","ILI ED visits",660
2017-12-23,"Manhattan","ILI ED visits",311
2017-12-23,"NYC","ILI ED visits",2393
2017-12-23,"Queens","ILI ED visits",757
2017-12-23,"Staten Island","ILI ED visits",90
2017-12-23,"Unknown","ILI ED visits",78
2017-12-30,"Bronx","ILI ED visits",526
2017-12-30,"Brooklyn","ILI ED visits",756
2017-12-30,"Manhattan","ILI ED visits",389
2017-12-30,"NYC","ILI ED visits",2766
2017-12-30,"Queens","ILI ED visits",833
2017-12-30,"Staten Island","ILI ED visits",128
2017-12-30,"Unknown","ILI ED visits",134
2018-01-06,"Bronx","ILI ED visits",559
2018-01-06,"Brooklyn","ILI ED visits",749
2018-01-06,"Manhattan","ILI ED visits",366
2018-01-06,"NYC","ILI ED visits",2699
2018-01-06,"Queens","ILI ED visits",800
2018-01-06,"Staten Island","ILI ED visits",120
2018-01-06,"Unknown","ILI ED visits",105
2018-01-13,"Bronx","ILI ED visits",676
2018-01-13,"Brooklyn","ILI ED visits",929
2018-01-13,"Manhattan","ILI ED visits",493
2018-01-13,"NYC","ILI ED visits",3373
2018-01-13,"Queens","ILI ED visits",992
2018-01-13,"Staten Island","ILI ED visits",183
2018-01-13,"Unknown","ILI ED visits",100
2018-01-20,"Bronx","ILI ED visits",936
2018-01-20,"Brooklyn","ILI ED visits",1297
2018-01-20,"Manhattan","ILI ED visits",612
2018-01-20,"NYC","ILI ED visits",4613
2018-01-20,"Queens","ILI ED visits",1390
2018-01-20,"Staten Island","ILI ED visits",220
2018-01-20,"Unknown","ILI ED visits",158
2018-01-27,"Bronx","ILI ED visits",1293
2018-01-27,"Brooklyn","ILI ED visits",1776
2018-01-27,"Manhattan","ILI ED visits",884
2018-01-27,"NYC","ILI ED visits",6195
2018-01-27,"Queens","ILI ED visits",1796
2018-01-27,"Staten Island","ILI ED visits",271
2018-01-27,"Unknown","ILI ED visits",175
2018-02-03,"Bronx","ILI ED visits",1635
2018-02-03,"Brooklyn","ILI ED visits",2077
2018-02-03,"Manhattan","ILI ED visits",953
2018-02-03,"NYC","ILI ED visits",7163
2018-02-03,"Queens","ILI ED visits",2010
2018-02-03,"Staten Island","ILI ED visits",288
2018-02-03,"Unknown","ILI ED visits",200
2018-02-10,"Bronx","ILI ED visits",1959
2018-02-10,"Brooklyn","ILI ED visits",2332
2018-02-10,"Manhattan","ILI ED visits",1240
2018-02-10,"NYC","ILI ED visits",8501
2018-02-10,"Queens","ILI ED visits",2367
2018-02-10,"Staten Island","ILI ED visits",356
2018-02-10,"Unknown","ILI ED visits",247
2018-02-17,"Bronx","ILI ED visits",1922
2018-02-17,"Brooklyn","ILI ED visits",2346
2018-02-17,"Manhattan","ILI ED visits",1181
2018-02-17,"NYC","ILI ED visits",8227
2018-02-17,"Queens","ILI ED visits",2220
2018-02-17,"Staten Island","ILI ED visits",315
2018-02-17,"Unknown","ILI ED visits",243
2018-02-24,"Bronx","ILI ED visits",1282
2018-02-24,"Brooklyn","ILI ED visits",1471
2018-02-24,"Manhattan","ILI ED visits",752
2018-02-24,"NYC","ILI ED visits",5350
2018-02-24,"Queens","ILI ED visits",1465
2018-02-24,"Staten Island","ILI ED visits",202
2018-02-24,"Unknown","ILI ED visits",178
2018-03-03,"Bronx","ILI ED visits",670
2018-03-03,"Brooklyn","ILI ED visits",832
2018-03-03,"Manhattan","ILI ED visits",442
2018-03-03,"NYC","ILI ED visits",2944
2018-03-03,"Queens","ILI ED visits",817
2018-03-03,"Staten Island","ILI ED visits",95
2018-03-03,"Unknown","ILI ED visits",88
2018-03-10,"Bronx","ILI ED visits",486
2018-03-10,"Brooklyn","ILI ED visits",586
2018-03-10,"Manhattan","ILI ED visits",335
2018-03-10,"NYC","ILI ED visits",2136
2018-03-10,"Queens","ILI ED visits",589
2018-03-10,"Staten Island","ILI ED visits",66
2018-03-10,"Unknown","ILI ED visits",74
2018-03-17,"Bronx","ILI ED visits",424
2018-03-17,"Brooklyn","ILI ED visits",503
2018-03-17,"Manhattan","ILI ED visits",291
2018-03-17,"NYC","ILI ED visits",1859
2018-03-17,"Queens","ILI ED visits",513
2018-03-17,"Staten Island","ILI ED visits",55
2018-03-17,"Unknown","ILI ED visits",73
2018-03-24,"Bronx","ILI ED visits",409
2018-03-24,"Brooklyn","ILI ED visits",495
2018-03-24,"Manhattan","ILI ED visits",265
2018-03-24,"NYC","ILI ED visits",1825
2018-03-24,"Queens","ILI ED visits",541
2018-03-24,"Staten Island","ILI ED visits",53
2018-03-24,"Unknown","ILI ED visits",62
2018-03-31,"Bronx","ILI ED visits",413
2018-03-31,"Brooklyn","ILI ED visits",459
2018-03-31,"Manhattan","ILI ED visits",247
2018-03-31,"NYC","ILI ED visits",1776
2018-03-31,"Queens","ILI ED visits",566
2018-03-31,"Staten Island","ILI ED visits",40
2018-03-31,"Unknown","ILI ED visits",51
2018-04-07,"Bronx","ILI ED visits",335
2018-04-07,"Brooklyn","ILI ED visits",371
2018-04-07,"Manhattan","ILI ED visits",191
2018-04-07,"NYC","ILI ED visits",1432
2018-04-07,"Queens","ILI ED visits",446
2018-04-07,"Staten Island","ILI ED visits",42
2018-04-07,"Unknown","ILI ED visits",47
2018-04-14,"Bronx","ILI ED visits",293
2018-04-14,"Brooklyn","ILI ED visits",347
2018-04-14,"Manhattan","ILI ED visits",185
2018-04-14,"NYC","ILI ED visits",1331
2018-04-14,"Queens","ILI ED visits",411
2018-04-14,"Staten Island","ILI ED visits",43
2018-04-14,"Unknown","ILI ED visits",52
2018-04-21,"Bronx","ILI ED visits",280
2018-04-21,"Brooklyn","ILI ED visits",320
2018-04-21,"Manhattan","ILI ED visits",187
2018-04-21,"NYC","ILI ED visits",1282
2018-04-21,"Queens","ILI ED visits",420
2018-04-21,"Staten Island","ILI ED visits",36
2018-04-21,"Unknown","ILI ED visits",39
2018-04-28,"Bronx","ILI ED visits",305
2018-04-28,"Brooklyn","ILI ED visits",308
2018-04-28,"Manhattan","ILI ED visits",173
2018-04-28,"NYC","ILI ED visits",1260
2018-04-28,"Queens","ILI ED visits",402
2018-04-28,"Staten Island","ILI ED visits",36
2018-04-28,"Unknown","ILI ED visits",36
2018-05-05,"Bronx","ILI ED visits",322
2018-05-05,"Brooklyn","ILI ED visits",297
2018-05-05,"Manhattan","ILI ED visits",165
2018-05-05,"NYC","ILI ED visits",1309
2018-05-05,"Queens","ILI ED visits",455
2018-05-05,"Staten Island","ILI ED visits",27
2018-05-05,"Unknown","ILI ED visits",43
2018-05-12,"Bronx","ILI ED visits",275
2018-05-12,"Brooklyn","ILI ED visits",344
2018-05-12,"Manhattan","ILI ED visits",140
2018-05-12,"NYC","ILI ED visits",1298
2018-05-12,"Queens","ILI ED visits",472
2018-05-12,"Staten Island","ILI ED visits",32
2018-05-12,"Unknown","ILI ED visits",35
2018-05-19,"Bronx","ILI ED visits",314
2018-05-19,"Brooklyn","ILI ED visits",267
2018-05-19,"Manhattan","ILI ED visits",161
2018-05-19,"NYC","ILI ED visits",1239
2018-05-19,"Queens","ILI ED visits",427
2018-05-19,"Staten Island","ILI ED visits",27
2018-05-19,"Unknown","ILI ED visits",43
2018-05-26,"Bronx","ILI ED visits",373
2018-05-26,"Brooklyn","ILI ED visits",315
2018-05-26,"Manhattan","ILI ED visits",162
2018-05-26,"NYC","ILI ED visits",1314
2018-05-26,"Queens","ILI ED visits",409
2018-05-26,"Staten Island","ILI ED visits",20
2018-05-26,"Unknown","ILI ED visits",35
2018-06-02,"Bronx","ILI ED visits",356
2018-06-02,"Brooklyn","ILI ED visits",305
2018-06-02,"Manhattan","ILI ED visits",178
2018-06-02,"NYC","ILI ED visits",1314
2018-06-02,"Queens","ILI ED visits",411
2018-06-02,"Staten Island","ILI ED visits",24
2018-06-02,"Unknown","ILI ED visits",40
2018-06-09,"Bronx","ILI ED visits",337
2018-06-09,"Brooklyn","ILI ED visits",292
2018-06-09,"Manhattan","ILI ED visits",144
2018-06-09,"NYC","ILI ED visits",1210
2018-06-09,"Queens","ILI ED visits",378
2018-06-09,"Staten Island","ILI ED visits",23
2018-06-09,"Unknown","ILI ED visits",36
2018-06-16,"Bronx","ILI ED visits",321
2018-06-16,"Brooklyn","ILI ED visits",279
2018-06-16,"Manhattan","ILI ED visits",143
2018-06-16,"NYC","ILI ED visits",1166
2018-06-16,"Queens","ILI ED visits",361
2018-06-16,"Staten Island","ILI ED visits",27
2018-06-16,"Unknown","ILI ED visits",35
2018-06-23,"Bronx","ILI ED visits",249
2018-06-23,"Brooklyn","ILI ED visits",215
2018-06-23,"Manhattan","ILI ED visits",122
2018-06-23,"NYC","ILI ED visits",1010
2018-06-23,"Queens","ILI ED visits",363
2018-06-23,"Staten Island","ILI ED visits",24
2018-06-23,"Unknown","ILI ED visits",37
2018-06-30,"Bronx","ILI ED visits",222
2018-06-30,"Brooklyn","ILI ED visits",205
2018-06-30,"Manhattan","ILI ED visits",101
2018-06-30,"NYC","ILI ED visits",906
2018-06-30,"Queens","ILI ED visits",316
2018-06-30,"Staten Island","ILI ED visits",24
2018-06-30,"Unknown","ILI ED visits",38
2018-07-07,"Bronx","ILI ED visits",201
2018-07-07,"Brooklyn","ILI ED visits",194
2018-07-07,"Manhattan","ILI ED visits",80
2018-07-07,"NYC","ILI ED visits",806
2018-07-07,"Queens","ILI ED visits",293
2018-07-07,"Staten Island","ILI ED visits",20
2018-07-07,"Unknown","ILI ED visits",18
2018-07-14,"Bronx","ILI ED visits",192
2018-07-14,"Brooklyn","ILI ED visits",196
2018-07-14,"Manhattan","ILI ED visits",98
2018-07-14,"NYC","ILI ED visits",851
2018-07-14,"Queens","ILI ED visits",316
2018-07-14,"Staten Island","ILI ED visits",19
2018-07-14,"Unknown","ILI ED visits",30
2018-07-21,"Bronx","ILI ED visits",177
2018-07-21,"Brooklyn","ILI ED visits",176
2018-07-21,"Manhattan","ILI ED visits",96
2018-07-21,"NYC","ILI ED visits",785
2018-07-21,"Queens","ILI ED visits",295
2018-07-21,"Staten Island","ILI ED visits",10
2018-07-21,"Unknown","ILI ED visits",31
2018-07-28,"Bronx","ILI ED visits",143
2018-07-28,"Brooklyn","ILI ED visits",144
2018-07-28,"Manhattan","ILI ED visits",87
2018-07-28,"NYC","ILI ED visits",657
2018-07-28,"Queens","ILI ED visits",242
2018-07-28,"Staten Island","ILI ED visits",14
2018-07-28,"Unknown","ILI ED visits",27
2018-08-04,"Bronx","ILI ED visits",150
2018-08-04,"Brooklyn","ILI ED visits",147
2018-08-04,"Manhattan","ILI ED visits",78
2018-08-04,"NYC","ILI ED visits",706
2018-08-04,"Queens","ILI ED visits",283
2018-08-04,"Staten Island","ILI ED visits",16
2018-08-04,"Unknown","ILI ED visits",32
2018-08-11,"Bronx","ILI ED visits",171
2018-08-11,"Brooklyn","ILI ED visits",194
2018-08-11,"Manhattan","ILI ED visits",96
2018-08-11,"NYC","ILI ED visits",775
2018-08-11,"Queens","ILI ED visits",275
2018-08-11,"Staten Island","ILI ED visits",14
2018-08-11,"Unknown","ILI ED visits",25
2018-08-18,"Bronx","ILI ED visits",181
2018-08-18,"Brooklyn","ILI ED visits",209
2018-08-18,"Manhattan","ILI ED visits",78
2018-08-18,"NYC","ILI ED visits",774
2018-08-18,"Queens","ILI ED visits",264
2018-08-18,"Staten Island","ILI ED visits",19
2018-08-18,"Unknown","ILI ED visits",23
2018-08-25,"Bronx","ILI ED visits",174
2018-08-25,"Brooklyn","ILI ED visits",166
2018-08-25,"Manhattan","ILI ED visits",90
2018-08-25,"NYC","ILI ED visits",720
2018-08-25,"Queens","ILI ED visits",246
2018-08-25,"Staten Island","ILI ED visits",22
2018-08-25,"Unknown","ILI ED visits",22
2018-09-01,"Bronx","ILI ED visits",182
2018-09-01,"Brooklyn","ILI ED visits",183
2018-09-01,"Manhattan","ILI ED visits",89
2018-09-01,"NYC","ILI ED visits",776
2018-09-01,"Queens","ILI ED visits",285
2018-09-01,"Staten Island","ILI ED visits",16
2018-09-01,"Unknown","ILI ED visits",21
2018-09-08,"Bronx","ILI ED visits",185
2018-09-08,"Brooklyn","ILI ED visits",203
2018-09-08,"Manhattan","ILI ED visits",119
2018-09-08,"NYC","ILI ED visits",824
2018-09-08,"Queens","ILI ED visits",266
2018-09-08,"Staten Island","ILI ED visits",15
2018-09-08,"Unknown","ILI ED visits",36
2018-09-15,"Bronx","ILI ED visits",207
2018-09-15,"Brooklyn","ILI ED visits",211
2018-09-15,"Manhattan","ILI ED visits",117
2018-09-15,"NYC","ILI ED visits",895
2018-09-15,"Queens","ILI ED visits",300
2018-09-15,"Staten Island","ILI ED visits",17
2018-09-15,"Unknown","ILI ED visits",43
2018-09-22,"Bronx","ILI ED visits",309
2018-09-22,"Brooklyn","ILI ED visits",287
2018-09-22,"Manhattan","ILI ED visits",168
2018-09-22,"NYC","ILI ED visits",1301
2018-09-22,"Queens","ILI ED visits",471
2018-09-22,"Staten Island","ILI ED visits",34
2018-09-22,"Unknown","ILI ED visits",32
2018-09-29,"Bronx","ILI ED visits",360
2018-09-29,"Brooklyn","ILI ED visits",339
2018-09-29,"Manhattan","ILI ED visits",187
2018-09-29,"NYC","ILI ED visits",1401
2018-09-29,"Queens","ILI ED visits",438
2018-09-29,"Staten Island","ILI ED visits",39
2018-09-29,"Unknown","ILI ED visits",38
2018-10-06,"Bronx","ILI ED visits",389
2018-10-06,"Brooklyn","ILI ED visits",378
2018-10-06,"Manhattan","ILI ED visits",227
2018-10-06,"NYC","ILI ED visits",1591
2018-10-06,"Queens","ILI ED visits",505
2018-10-06,"Staten Island","ILI ED visits",56
2018-10-06,"Unknown","ILI ED visits",36
2018-10-13,"Bronx","ILI ED visits",394
2018-10-13,"Brooklyn","ILI ED visits",331
2018-10-13,"Manhattan","ILI ED visits",225
2018-10-13,"NYC","ILI ED visits",1575
2018-10-13,"Queens","ILI ED visits",532
2018-10-13,"Staten Island","ILI ED visits",39
2018-10-13,"Unknown","ILI ED visits",54
2018-10-20,"Bronx","ILI ED visits",461
2018-10-20,"Brooklyn","ILI ED visits",409
2018-10-20,"Manhattan","ILI ED visits",247
2018-10-20,"NYC","ILI ED visits",1749
2018-10-20,"Queens","ILI ED visits",525
2018-10-20,"Staten Island","ILI ED visits",56
2018-10-20,"Unknown","ILI ED visits",51
2018-10-27,"Bronx","ILI ED visits",517
2018-10-27,"Brooklyn","ILI ED visits",426
2018-10-27,"Manhattan","ILI ED visits",270
2018-10-27,"NYC","ILI ED visits",1854
2018-10-27,"Queens","ILI ED visits",531
2018-10-27,"Staten Island","ILI ED visits",53
2018-10-27,"Unknown","ILI ED visits",57
2018-11-03,"Bronx","ILI ED visits",452
2018-11-03,"Brooklyn","ILI ED visits",418
2018-11-03,"Manhattan","ILI ED visits",228
2018-11-03,"NYC","ILI ED visits",1754
2018-11-03,"Queens","ILI ED visits",564
2018-11-03,"Staten Island","ILI ED visits",36
2018-11-03,"Unknown","ILI ED visits",56
2018-11-10,"Bronx","ILI ED visits",477
2018-11-10,"Brooklyn","ILI ED visits",416
2018-11-10,"Manhattan","ILI ED visits",228
2018-11-10,"NYC","ILI ED visits",1795
2018-11-10,"Queens","ILI ED visits",579
2018-11-10,"Staten Island","ILI ED visits",42
2018-11-10,"Unknown","ILI ED visits",53
2018-11-17,"Bronx","ILI ED visits",455
2018-11-17,"Brooklyn","ILI ED visits",438
2018-11-17,"Manhattan","ILI ED visits",219
2018-11-17,"NYC","ILI ED visits",1811
2018-11-17,"Queens","ILI ED visits",596
2018-11-17,"Staten Island","ILI ED visits",37
2018-11-17,"Unknown","ILI ED visits",66
2018-11-24,"Bronx","ILI ED visits",498
2018-11-24,"Brooklyn","ILI ED visits",460
2018-11-24,"Manhattan","ILI ED visits",256
2018-11-24,"NYC","ILI ED visits",2005
2018-11-24,"Queens","ILI ED visits",688
2018-11-24,"Staten Island","ILI ED visits",42
2018-11-24,"Unknown","ILI ED visits",61
2018-12-01,"Bronx","ILI ED visits",489
2018-12-01,"Brooklyn","ILI ED visits",525
2018-12-01,"Manhattan","ILI ED visits",261
2018-12-01,"NYC","ILI ED visits",2029
2018-12-01,"Queens","ILI ED visits",625
2018-12-01,"Staten Island","ILI ED visits",62
2018-12-01,"Unknown","ILI ED visits",67
2018-12-08,"Bronx","ILI ED visits",589
2018-12-08,"Brooklyn","ILI ED visits",534
2018-12-08,"Manhattan","ILI ED visits",260
2018-12-08,"NYC","ILI ED visits",2242
2018-12-08,"Queens","ILI ED visits",725
2018-12-08,"Staten Island","ILI ED visits",76
2018-12-08,"Unknown","ILI ED visits",58
2018-12-15,"Bronx","ILI ED visits",612
2018-12-15,"Brooklyn","ILI ED visits",611
2018-12-15,"Manhattan","ILI ED visits",325
2018-12-15,"NYC","ILI ED visits",2585
2018-12-15,"Queens","ILI ED visits",904
2018-12-15,"Staten Island","ILI ED visits",80
2018-12-15,"Unknown","ILI ED visits",53
2018-12-22,"Bronx","ILI ED visits",610
2018-12-22,"Brooklyn","ILI ED visits",694
2018-12-22,"Manhattan","ILI ED visits",377
2018-12-22,"NYC","ILI ED visits",2941
2018-12-22,"Queens","ILI ED visits",1062
2018-12-22,"Staten Island","ILI ED visits",109
2018-12-22,"Unknown","ILI ED visits",89
2018-12-29,"Bronx","ILI ED visits",699
